County,Race,Candidate,Party,Votes,PercentageOfTotalVotes,JurisdictionName
Thurston,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,33155,27.02,Statewide
Thurston,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,75882,59.89,United States
Thurston,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,48366,38.17,United States
Thurston,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,1265,1,United States
Thurston,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,48,0.04,United States
Thurston,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,15,0.01,United States
Thurston,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,507,0.4,United States
Thurston,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,308,0.24,United States
Thurston,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,318,0.25,United States
Thurston,U.S. Congressional District 3 Representative,Brian Baird,(Prefers Democratic Party),49456,70.5,U.S. Congressional District 3
Thurston,U.S. Congressional District 3 Representative,Michael Delavar,(Prefers Republican Party),20699,29.5,U.S. Congressional District 3
Thurston,U.S. Congressional District 9 Representative,Adam Smith,(Prefers Democratic Party),31479,65,U.S. Congressional District 9
Thurston,U.S. Congressional District 9 Representative,James Postma,(Prefers Republican Party),16949,35,U.S. Congressional District 9
Thurston,Washington State Governor,Christine Gregoire,(Prefers Democratic Party),72652,57.88,Washington State
Thurston,Washington State Governor,Dino Rossi,(Prefers G.O.P. Party),52880,42.12,Washington State
Thurston,Washington State Lt. Governor,Brad Owen,(Prefers Democratic Party),80063,67.25,Washington State
Thurston,Washington State Lt. Governor,Marcia McCraw,(Prefers Republican Party),38995,32.75,Washington State
Thurston,Washington State Secretary of State,Sam Reed,(Prefers Republican Party),79212,65.94,Washington State
Thurston,Washington State Secretary of State,Jason Osgood,(Prefers Democratic Party),40915,34.06,Washington State
Thurston,Washington State State Treasurer,Allan Martin,(Prefers Republican Party),56886,48.96,Washington State
Thurston,Washington State State Treasurer,Jim McIntire,(Prefers Democratic Party),59308,51.04,Washington State
Thurston,Washington State State Auditor,Brian Sonntag,(Prefers Democratic Party),80844,68.36,Washington State
Thurston,Washington State State Auditor,J. Richard (Dick) McEntee,(Prefers Republican Party),37410,31.64,Washington State
Thurston,Washington State Attorney General,Rob McKenna,(Prefers Republican Party),74734,62.41,Washington State
Thurston,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),45007,37.59,Washington State
Thurston,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),63028,53.4,Washington State
Thurston,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),55008,46.6,Washington State
Thurston,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,50824,46.53,Washington State
Thurston,Washington State Superintendent of Public Instruction,Randy Dorn,,58396,53.47,Washington State
Thurston,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),78485,67.28,Washington State
Thurston,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),38175,32.72,Washington State
Thurston,Legislative District 2 State Senator,Marilyn Rasmussen,(Prefers Democratic Party),6148,52.43,Legislative District 2
Thurston,Legislative District 2 State Senator,Randi Becker,(Prefers Republican Party),5578,47.57,Legislative District 2
Thurston,Legislative District 2 State Representative Pos. 1,Jim McCune,(Prefers G.O.P. Party),6420,55.58,Legislative District 2
Thurston,Legislative District 2 State Representative Pos. 1,JeanMarie Christenson,(Prefers Democratic Party),5130,44.42,Legislative District 2
Thurston,Legislative District 2 State Representative Pos. 2,Tom Campbell,(Prefers Republican Party),6273,54.84,Legislative District 2
Thurston,Legislative District 2 State Representative Pos. 2,Michael C. Powell,(Prefers Democratic Party),5166,45.16,Legislative District 2
Thurston,Legislative District 20 State Senator,Dan Swecker,(Prefers Republican Party),17612,59.62,Legislative District 20
Thurston,Legislative District 20 State Senator,Chuck Bojarski,(Prefers Democratic Party),11927,40.38,Legislative District 20
Thurston,Legislative District 20 State Representative Pos. 1,Richard DeBolt,(Prefers G.O.P. Party),15112,51.58,Legislative District 20
Thurston,Legislative District 20 State Representative Pos. 1,Mike Rechner,(Prefers Democratic Party),14185,48.42,Legislative District 20
Thurston,Legislative District 20 State Representative Pos. 2,Gary C. Alexander,(Prefers G.O.P. Party),17324,59.08,Legislative District 20
Thurston,Legislative District 20 State Representative Pos. 2,Jim Cutler,(Prefers Democratic Party),11999,40.92,Legislative District 20
Thurston,Legislative District 22 State Senator,Karen Fraser,(Prefers Democratic Party),45062,73.48,Legislative District 22
Thurston,Legislative District 22 State Senator,Erik Lee,(Prefers Democratic Party),16266,26.52,Legislative District 22
Thurston,Legislative District 22 State Representative Pos. 1,Brendan Williams,(Prefers Progressive Dem. Party),49114,100,Legislative District 22
Thurston,Legislative District 22 State Representative Pos. 2,Sam Hunt,(Prefers Democratic Party),46440,70.5,Legislative District 22
Thurston,Legislative District 22 State Representative Pos. 2,Don Crawford,(Prefers Republican Party),19435,29.5,Legislative District 22
Thurston,Legislative District 35 State Representative Pos. 1,Kathy Haigh,(Prefers Democratic Party),5550,66.92,Legislative District 35
Thurston,Legislative District 35 State Representative Pos. 1,Marco Brown,(Prefers Republican Party),2743,33.08,Legislative District 35
Thurston,Legislative District 35 State Representative Pos. 2,Fred Finn,(Prefers Democratic Party),5418,65.15,Legislative District 35
Thurston,Legislative District 35 State Representative Pos. 2,Randy Neatherlin,(Prefers (G.O.P.) Party),2898,34.85,Legislative District 35
Thurston,THURSTON COUNTY County Commissioner #1,Cathy Wolfe,(Prefers Democratic Party),63909,56.45,THURSTON COUNTY
Thurston,THURSTON COUNTY County Commissioner #1,Judy Wilson,(Prefers Republican Party),49307,43.55,THURSTON COUNTY
Thurston,THURSTON COUNTY County Commissioner #2,Robin Edmondson,(Prefers Republican Party),45420,40.49,THURSTON COUNTY
Thurston,THURSTON COUNTY County Commissioner #2,Sandra Romero,(Prefers Democratic Party),66743,59.51,THURSTON COUNTY
Thurston,Supreme Court Justice Position 3,Mary Fairhurst,,82329,100,Supreme Court
Thurston,Supreme Court Justice Position 4,Charles W. Johnson,,80888,100,Supreme Court
Thurston,Supreme Court Justice Position 7,Debra L. Stephens,,80727,100,Supreme Court
Thurston,"Court of Appeals, Division 2, District 2 Judge Position 1",(Joyce) Robin Hunt,,81779,100,"Court of Appeals, Division 2, District 2"
Thurston,THURSTON COUNTY District Court Judge  #2,Bill Gilbert,,5973,6.42,THURSTON COUNTY
Thurston,THURSTON COUNTY District Court Judge  #2,Greg Rosen,,7892,8.48,THURSTON COUNTY
Thurston,THURSTON COUNTY District Court Judge  #2,Sans M. Gilmore,,2599,2.79,THURSTON COUNTY
Thurston,THURSTON COUNTY District Court Judge  #2,Sam Meyer,,21357,22.96,THURSTON COUNTY
Thurston,THURSTON COUNTY District Court Judge  #2,Laura M. Murphy,,12442,13.37,THURSTON COUNTY
Thurston,THURSTON COUNTY District Court Judge  #2,Jamie M. Moore,,10464,11.25,THURSTON COUNTY
Thurston,THURSTON COUNTY District Court Judge  #2,Lynn Kathryn Hayes,,4561,4.9,THURSTON COUNTY
Thurston,THURSTON COUNTY District Court Judge  #2,Jodilyn (Jodi) Erikson-Muldrew,,9348,10.05,THURSTON COUNTY
Thurston,THURSTON COUNTY District Court Judge  #2,Phil Kratz,,3424,3.68,THURSTON COUNTY
Thurston,THURSTON COUNTY District Court Judge  #2,Ken Valz,,4450,4.78,THURSTON COUNTY
Thurston,THURSTON COUNTY District Court Judge  #2,Jim Foley,,7346,7.9,THURSTON COUNTY
Thurston,THURSTON COUNTY District Court Judge  #2,William R. Bayness,,3170,3.41,THURSTON COUNTY
Thurston,GRIFFIN SCHOOL DISTRICT Proposition No. 1 Technology and Capital Projects Levy,Levy Yes,,2309,59.36,GRIFFIN SCHOOL DISTRICT
Thurston,GRIFFIN SCHOOL DISTRICT Proposition No. 1 Technology and Capital Projects Levy,Levy No,,1581,40.64,GRIFFIN SCHOOL DISTRICT
Thurston,FIRE DIST 3 - LACEY Proposition No. 1 Levy Lid Lift,Approved,,9719,48.04,FIRE DIST 3 - LACEY
Thurston,FIRE DIST 3 - LACEY Proposition No. 1 Levy Lid Lift,Rejected,,10511,51.96,FIRE DIST 3 - LACEY
Thurston,FIRE DIST 12 - TENINO Proposition No. 1 Levy Lid Lift,Approved,,1090,52.38,FIRE DIST 12 - TENINO
Thurston,FIRE DIST 12 - TENINO Proposition No. 1 Levy Lid Lift,Rejected,,991,47.62,FIRE DIST 12 - TENINO
Thurston,THURSTON PUBLIC UTILITY DISTRICT Commissioner #3,Chris Stearns,,50978,60.7,THURSTON PUBLIC UTILITY DISTRICT
Thurston,THURSTON PUBLIC UTILITY DISTRICT Commissioner #3,Terence Artz,,33002,39.3,THURSTON PUBLIC UTILITY DISTRICT
Wahkiakum,Statewide Initiative Measure 985 concerns transportation,Yes,,786,35.49,Statewide
Wahkiakum,Statewide Initiative Measure 985 concerns transportation,No,,1429,64.51,Statewide
Wahkiakum,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,1410,62.2,Statewide
Wahkiakum,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,857,37.8,Statewide
Wahkiakum,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,1565,70.18,Statewide
Wahkiakum,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,665,29.82,Statewide
Wahkiakum,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,1121,48.87,United States
Wahkiakum,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,1105,48.17,United States
Wahkiakum,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,44,1.92,United States
Wahkiakum,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,1,0.04,United States
Wahkiakum,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,2,0.09,United States
Wahkiakum,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,10,0.44,United States
Wahkiakum,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,9,0.39,United States
Wahkiakum,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,2,0.09,United States
Wahkiakum,U.S. Congressional District 3 Representative,Brian Baird,(Prefers Democratic Party),1505,67.4,U.S. Congressional District 3
Wahkiakum,U.S. Congressional District 3 Representative,Michael Delavar,(Prefers Republican Party),728,32.6,U.S. Congressional District 3
Wahkiakum,Washington State Governor,Christine Gregoire,(Prefers Democratic Party),960,41.92,Washington State
Wahkiakum,Washington State Governor,Dino Rossi,(Prefers G.O.P. Party),1330,58.08,Washington State
Wahkiakum,Washington State Lt. Governor,Brad Owen,(Prefers Democratic Party),1185,56.03,Washington State
Wahkiakum,Washington State Lt. Governor,Marcia McCraw,(Prefers Republican Party),930,43.97,Washington State
Wahkiakum,Washington State Secretary of State,Sam Reed,(Prefers Republican Party),1260,59.1,Washington State
Wahkiakum,Washington State Secretary of State,Jason Osgood,(Prefers Democratic Party),872,40.9,Washington State
Wahkiakum,Washington State State Treasurer,Allan Martin,(Prefers Republican Party),1033,49.52,Washington State
Wahkiakum,Washington State State Treasurer,Jim McIntire,(Prefers Democratic Party),1053,50.48,Washington State
Wahkiakum,Washington State State Auditor,Brian Sonntag,(Prefers Democratic Party),1274,60.26,Washington State
Wahkiakum,Washington State State Auditor,J. Richard (Dick) McEntee,(Prefers Republican Party),840,39.74,Washington State
Wahkiakum,Washington State Attorney General,Rob McKenna,(Prefers Republican Party),1203,57.7,Washington State
Wahkiakum,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),882,42.3,Washington State
Wahkiakum,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),1242,58.78,Washington State
Wahkiakum,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),871,41.22,Washington State
Wahkiakum,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,1061,58.65,Washington State
Wahkiakum,Washington State Superintendent of Public Instruction,Randy Dorn,,748,41.35,Washington State
Wahkiakum,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),1095,54.8,Washington State
Wahkiakum,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),903,45.2,Washington State
Wahkiakum,Legislative District 19 State Senator,Brian Hatfield,(Prefers Democratic Party),1680,100,Legislative District 19
Wahkiakum,Legislative District 19 State Representative Pos. 1,Dean Takko,(Prefers Democratic Party),1639,100,Legislative District 19
Wahkiakum,Legislative District 19 State Representative Pos. 2,Brian E. Blake,(Prefers Democratic Party),1606,100,Legislative District 19
Wahkiakum,Wahkiakum Commissioner #1,Lisa Marsyla,(Prefers Democratic Party),1285,56.73,Wahkiakum
Wahkiakum,Wahkiakum Commissioner #1,Wally Wright,(Prefers Republican Party),980,43.27,Wahkiakum
Wahkiakum,Wahkiakum Commissioner #2,Dan Cothren,(Prefers Independent  Party),1251,56.66,Wahkiakum
Wahkiakum,Wahkiakum Commissioner #2,Wayne Flohr,(Prefers Democratic Party),957,43.34,Wahkiakum
Wahkiakum,Supreme Court Justice Position 3,Mary Fairhurst,,1402,100,Supreme Court
Wahkiakum,Supreme Court Justice Position 4,Charles W. Johnson,,1416,100,Supreme Court
Wahkiakum,Supreme Court Justice Position 7,Debra L. Stephens,,1375,100,Supreme Court
Wahkiakum,"Pacific, Wahkiakum Superior Court Judge Position 1",Mike Sullivan,,1589,100,"Pacific, Wahkiakum Superior Court"
